block,task_family,task,setting,seed,variant,variant_family,train_objective,decode_mode,parameters_from,rule_id,same_split,same_seed,same_rule,same_label_alphabet,labeled_size,unlabeled_size,dev_size,epochs,lr,lambda,weight,tau,eta,rule_feature_weight,pr_tau,pr_eta,p_event,illegal_mass,low_p_event_rate,unconstrained_legal_rate,constrained_legal_rate,char_accuracy,constrained_char_accuracy,exact_sequence_accuracy,constrained_exact_sequence_accuracy,nll,hidden_conflict_count,hidden_conflict_rate,fairness_flags,claim_use,notes
learning_curve,semi_real_field,product_code,labeled10_unlabeled100,0,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,10,100,250,5,0.08,,,,,,,,0.6101885106563568,0.3898114893436432,0.176,0.968,1.0,0.544,0.5466666666666666,0.004,0.004,1.9600815471013386,,0.176,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled10_unlabeled100,0,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,10,100,250,5,0.08,0.1,,,,,,,0.9453327090740203,0.05466729092597966,0.0,1.0,1.0,0.5553333333333333,0.5553333333333333,0.004,0.004,2.167498675028483,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled10_unlabeled100,1,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,10,100,250,5,0.08,,,,,,,,0.584801365852356,0.415198634147644,0.268,0.972,1.0,0.5246666666666666,0.526,0.0,0.0,2.0654663654963175,,0.268,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled10_unlabeled100,1,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,10,100,250,5,0.08,0.1,,,,,,,0.9448710117340088,0.05512898826599122,0.0,1.0,1.0,0.5086666666666667,0.5086666666666667,0.0,0.0,2.2197171099980673,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled10_unlabeled100,0,B0_unconstrained,B0,crf_nll,unconstrained,,$DD.DD,true,true,true,true,10,100,250,5,0.08,,,,,,,,0.6249786128997803,0.3750213871002197,0.132,0.816,1.0,0.6906666666666667,0.6986666666666667,0.04,0.044,1.2532301645278932,,0.132,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled10_unlabeled100,0,B4_semi_event_0.1,B4,semi_event,unconstrained,,$DD.DD,true,true,true,true,10,100,250,5,0.08,0.1,,,,,,,0.9377422091960907,0.06225779080390925,0.0,1.0,1.0,0.6706666666666666,0.6706666666666666,0.032,0.032,1.3588741963704427,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled10_unlabeled100,1,B0_unconstrained,B0,crf_nll,unconstrained,,$DD.DD,true,true,true,true,10,100,250,5,0.08,,,,,,,,0.5945533974170685,0.4054466025829315,0.276,0.86,1.0,0.6593333333333333,0.6606666666666666,0.02,0.024,1.4377802432378133,,0.276,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled10_unlabeled100,1,B4_semi_event_0.1,B4,semi_event,unconstrained,,$DD.DD,true,true,true,true,10,100,250,5,0.08,0.1,,,,,,,0.9396389048099518,0.060361095190048175,0.0,0.992,1.0,0.6686666666666666,0.6686666666666666,0.036,0.036,1.5145432087580364,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled25_unlabeled100,0,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,25,100,250,5,0.08,,,,,,,,0.7540522169470787,0.2459477830529213,0.056,0.94,1.0,0.7066666666666667,0.7126666666666667,0.06,0.06,1.0030595267613729,,0.056,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled25_unlabeled100,0,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,25,100,250,5,0.08,0.1,,,,,,,0.930604190826416,0.06939580917358401,0.0,1.0,1.0,0.732,0.732,0.104,0.104,1.020033166885376,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
